# ------------------------------------------------------------------
# Generated by forcedphotometry_trim.pl, v3.6 on 2021-08-24 at 02:53:39
#
# Requested input R.A. = 226.10408242258 degrees
# Requested input Dec. = 10.49422183753 degrees
# Requested JD start = 2458194.5 days
# Requested JD end = 2459451 days
# Authenticated program IDs = 1, 2
#
# Column definitions:
# index = sequential counter
# field = ZTF Field identifier
# ccdid = CCD identifier (1..16)
# qid = Quadrant (CCD-amplifier) identifier (0..3)
# filter = Filter string: ZTF_g, ZTF_r, ZTF_i
# pid = processed image Operations DB identifier
# infobitssci = processing summary/QA bits for sci image
# sciinpseeing = Effective FWHM of sci image [pixels]
# scibckgnd = Background level in sci image [DN]
# scisigpix = Robust sigma per pixel in sci image [DN]
# zpmaginpsci = Photometric zeropoint for sci image [mag]
# zpmaginpsciunc = 1-sigma uncertainty in zpmaginpsci [mag]
# zpmaginpscirms = RMS (deviation from average) in difference between instrumental mags and PS1 calibrators [mag]
# clrcoeff = Linear color coefficient from calibration; for ZTF_g,r,i, PS1 color used is g-r, g-r, r-i respectively
# clrcoeffunc = 1-sigma uncertainty in clrcoeff
# ncalmatches = Number of PS1 calibrators used in initial calibration of sci image
# exptime = Integration time for sci image [sec]
# adpctdif1 = Full sci image astrometric RMS along R.A. with respect to Gaia1 [arcsec]
# adpctdif2 = Full sci image astrometric RMS along Dec. with respect to Gaia1 [arcsec]
# diffmaglim = Magnitude limit in difference image [mag]
# zpdiff = Photometric zeropoint for difference image [mag]
# programid = Program identifier [0=engineering; 1=public; 2=private; 3=Caltech time]
# jd = Julian Date at start of exposure [days]
# rfid = Rerence image Operations DB identifier
# forcediffimflux = Forced difference image PSF-fit flux [DN]
# forcediffimfluxunc = 1-sigma uncertainty in forcediffimflux [DN]
# forcediffimsnr = Signal-to-noise ratio for forcediffimflux measurement
# forcediffimchisq = Reduced chi-square in PSF-fit
# forcediffimfluxap = Forced difference image aperture flux using a fixed 9-pixel diameter aperture [DN]
# forcediffimfluxuncap = 1-sigma uncertainty in forcediffimfluxap [DN]
# forcediffimsnrap = Signal-to-noise ratio for forcediffimfluxap measurement
# aperturecorr = Aperture (curve-of-growth) correction factor that was applied to forcediffimfluxap measurement
# dnearestrefsrc = Distance to nearest ref image source if found within 5 arcsec [arcsec]
# nearestrefmag = Magnitude of nearest ref image source [mag]
# nearestrefmagunc = 1-sigma uncertainty in nearestrefmag [mag]
# nearestrefchi = Chi parameter for nearestrefmag measurement (ratio: RMS in PSF-fit residuals / expected RMS from priors)
# nearestrefsharp = Sharp parameter for nearestrefmag measurement (~0 => PSF like; >>0 => extended; <<0 => pixel spike or hard edge)
# refjdstart = JD of earliest sci image used for ref image [days]
# refjdend = JD of latest sci image used for ref image [days]
# procstatus = Per-epoch processing status codes (0 => no warnings); if non-zero, see accompanying log file and document link below
#
# Documentation: https://zwicky.tf/vgt
#
# ------------------------------------------------------------------
# Order of columns below:
 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
 17 531 8 2 ZTF_g 475335633015 0 2.4818 99.554 4.35078 26.2579 1.23483e-05 0.0346007 -0.111571 2.14986e-05 547 30. 0.054143 0.055111 20.6361 26.2579 1 2458229.8356366 531120130 -15.697312624867 22.3777527021897 -0.780303650455251 1.08454674966175 41.1088880442287 37.6604084740751 1.09891954036803 1.05920202368902 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 18 531 8 2 ZTF_r 475378203015 0 2.3285 202.61 6.02148 26.198 6.0201e-06 0.0243491 0.111568 1.0362e-05 553 30. 0.060802 0.057851 20.4078 26.275 1 2458229.878206 531120230 118.727110391092 31.2218405898708 4.23005678107533 1.34763748726428 134.250112607202 50.8385733567052 2.65849896871376 1.07992460357547 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 19 531 8 2 ZTF_g 478272213015 0 3.3407 95.1406 8.66787 26.1237 2.10722e-05 0.0388274 -0.0356051 5.18365e-05 395 30. 0.064821 0.067161 19.5627 26.1237 1 2458232.7722106 531120130 7.4192717570771 51.6424010857806 0.159812098280147 1.02016584775617 22.3667134236658 71.3716082782058 0.315494565257218 1.12840987258739 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 20 531 8 2 ZTF_i 478335193015 0 2.3248 285.422 6.22822 25.6364 4.1878e-06 0.0298583 0.178361 2.009e-05 550 30. 0.05974 0.066713 19.9463 25.6364 2 2458232.8351968 531120330 -82.1745160918744 28.8187695925179 -3.17187834237385 1.64828424093067 -178.759632826365 48.4022587646655 -3.7180824579564 1.07643874850777 0.11624348112185 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 2458173.984468 2458332.659340 0
 21 531 8 2 ZTF_r 478356733015 0 4.638 202.698 8.04547 26.1807 1.38004e-05 0.0334135 0.126285 2.34037e-05 462 30. 0.075587 0.088582 19.8938 26.275 1 2458232.8567361 531120230 440.800911979871 55.8918123359474 8.77301947165738 1.20740594984286 549.754119294942 80.0602922945559 6.91299930410174 1.24634985897732 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 22 531 8 2 ZTF_g 482290933015 0 2.8188 97.6835 17.7932 26.1802 4.12862e-05 0.0407264 -0.0207827 0.000123933 266 30. 0.058694 0.066829 19.0016 26.1802 2 2458236.7909375 531120130 650.815795011049 115.1751648601 6.28570569694224 1.01978990661512 696.19818052991 167.777605713157 4.17747715705133 1.17298784540307 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 23 531 8 2 ZTF_g 482331683015 0 7.3165 99.6187 17.4313 26.1851 4.95754e-05 0.0434053 -0.0116591 0.000145111 239 30. 0.062489 0.069884 18.9335 26.1851 1 2458236.8316898 531120130 539.113084181754 113.136707272755 5.30067452691662 1.0698627887944 554.983813752633 157.272867561974 3.55256230989133 1.20818378299086 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 24 531 8 2 ZTF_g 482332143015 0 3.1398 97.453 17.4613 26.1867 4.63855e-05 0.0434215 -0.0154671 0.000133513 255 30. 0.061818 0.065461 18.9781 26.1867 1 2458236.8321412 531120130 478.542181758668 116.420952500487 4.57239644296879 0.956849061380832 546.393331252094 164.833187191839 3.33715152358591 1.20780554247114 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 25 531 8 2 ZTF_g 483313813015 1 2.8621 85.0366 27.6378 26.0461 9.07442e-05 0.0425889 -0.0241094 0.000290034 153 30. 0.059356 0.067667 18.3852 26.0461 2 2458237.8138194 531120130 956.308745647234 168.049840917645 6.33016197664158 1.03821900030733 1218.7112222009 247.257276622668 4.96211609688327 1.15724634830601 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 26 531 8 2 ZTF_g 489253793015 0 2.5017 103.026 4.6251 26.2337 1.1377e-05 0.0331041 -0.106917 1.99915e-05 542 30. 0.060466 0.052463 20.5648 26.2337 1 2458243.7537963 531120130 445.091824656363 25.5980669313084 19.3418160288101 1.23740144621852 366.79673845055 40.0334901531522 9.22395559755002 1.05479319624057 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 27 531 8 2 ZTF_r 489295723015 0 2.3253 209.384 7.4542 26.1954 6.8009e-06 0.0255382 0.116715 1.18233e-05 539 30. 0.05466 0.05681 20.2092 26.275 1 2458243.7957292 531120230 955.58552416078 42.1186282896605 25.2377215542744 1.13937564480172 969.741675549764 64.9233724500723 15.0373109819483 1.0895013917469 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 28 531 8 2 ZTF_r 492253273015 0 5.4597 209.221 6.68458 26.1974 1.12778e-05 0.0324603 0.119413 1.95624e-05 524 30. 0.077085 0.083488 19.9564 26.275 1 2458246.7532755 531120230 2004.02477990295 53.2530033104652 41.8614032801737 1.36616280365454 2281.92817376088 69.9244448225764 32.8539911490289 1.22574077298222 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 29 531 8 2 ZTF_g 492313773015 0 6.8319 100.676 4.49858 26.2186 1.2296e-05 0.0342462 -0.0298143 2.20122e-05 533 30. 0.062775 0.06434 20.4923 26.2186 1 2458246.8137731 531120130 1003.51419986227 34.6156620232574 32.2482150581296 1.27363425190916 1129.71061869241 46.1192581074534 24.6603985271674 1.17883346127431 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 30 531 8 2 ZTF_r 495274463015 8 6.4565 209.074 5.97914 26.1254 1.89151e-05 0.0352238 0.118985 3.14561e-05 369 30. 0.089972 0.103701 19.8373 26.275 1 2458249.7744676 531120230 1567.70576309459 63.0175474170585 27.6731029730949 1.80918228170387 2143.1282442014 80.846421273722 26.6871718282486 1.42681643526619 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 31 531 8 2 ZTF_i 495313803015 8 9.8616 275.888 6.38482 25.6405 1.27726e-05 0.0407051 0.184962 5.84499e-05 358 30. 0.102865 0.118364 19.1775 25.6405 2 2458249.8138079 531120330 843.655416677636 55.5299902771621 16.9002178515092 1.71302385944413 1303.34350286815 71.8933240839489 18.2509518521577 1.35334228457652 0.11624348112185 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 2458173.984468 2458332.659340 0
 32 531 8 2 ZTF_g 495336793015 8 4.2135 98.0356 3.88281 26.1996 1.90014e-05 0.0405805 -0.0248525 3.85662e-05 476 30. 0.075378 0.080982 20.2372 26.1996 1 2458249.836794 531120130 726.392943251284 39.5085318183668 20.4519878684663 1.27056069216304 936.66252873937 49.068968655715 19.2172574764601 1.35386123851575 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 33 531 8 2 ZTF_r 501293143015 0 4.786 202.517 5.99542 26.1926 1.27535e-05 0.0296091 0.123172 2.29517e-05 383 30. 0.073664 0.084451 20.1669 26.275 1 2458255.7931481 531120230 -14.5873592978057 44.9770185282 -0.360778640730491 1.24884063336375 104.926048944255 62.6352229115413 1.68647490997181 1.24186740768824 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 34 531 8 2 ZTF_g 501337013015 0 2.2051 99.3174 4.24235 26.2094 8.8149e-06 0.0294263 -0.0406892 1.55675e-05 549 30. 0.052684 0.054305 20.8739 26.2094 1 2458255.8370139 531120130 -190.307545606007 20.2142842263203 -10.4725499732795 1.17486650737807 -138.571187906447 33.3550136837044 -4.18241389892855 1.11521585083894 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 35 531 8 2 ZTF_i 501483403015 0 2.3148 261.716 8.90822 25.5795 4.1699e-06 0.0297399 0.181183 1.98716e-05 551 30. 0.057036 0.05943 19.2998 25.5795 2 2458255.9834028 531120330 -741.249211144028 43.1267189528961 -19.1193281275224 1.12327658394945 -608.206940616381 75.8311094759368 -8.07456535432681 1.05545984678358 0.11624348112185 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 2458173.984468 2458332.659340 0
 36 531 8 2 ZTF_r 504252033015 0 7.9821 201.996 5.99407 26.1315 8.7492e-06 0.0292509 0.114444 1.51478e-05 553 30. 0.065142 0.070844 20.3277 26.275 1 2458258.752037 531120230 -541.726506930631 35.9028766801243 -16.7843930103996 1.38827139945155 -492.770152814317 54.2427034645049 -9.14572756259532 1.15747522345458 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 37 531 8 2 ZTF_g 504293363015 0 12.9543 94.8153 3.91322 26.1622 1.13247e-05 0.033675 -0.0480449 1.96815e-05 556 30. 0.067979 0.063974 20.7487 26.1622 1 2458258.7933681 531120130 -345.676296810161 22.0833322331451 -17.4124465226783 1.13817196990866 -311.626191362275 33.9724497231467 -9.23468911565512 1.14789140881779 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 38 531 8 2 ZTF_i 507272773015 0 3.6256 268.086 7.17548 25.5956 6.184e-06 0.0339714 0.18795 3.01005e-05 490 30. 0.071682 0.085055 19.4959 25.5956 2 2458261.7727778 531120330 -1115.14081760795 39.5109921835399 -31.3954402969382 1.64690073834215 -1092.24743014671 60.2494769437209 -18.2508435792437 1.13428702759793 0.11624348112185 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 2458173.984468 2458332.659340 0
 39 531 8 2 ZTF_g 513215493015 0 2.7402 94.4949 20.2876 26.1878 3.76823e-05 0.0390139 -0.0331948 0.000110463 261 30. 0.06185 0.062238 18.9762 26.1878 1 2458267.7154977 531120130 -298.567338523441 117.184695682182 -2.83417198819511 1.06346731279992 -461.123836678576 181.327123205733 -2.56017701070905 1.16784907981839 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 40 531 8 2 ZTF_r 513315413015 0 7.1957 194.433 37.489 26.1175 4.34594e-05 0.0516446 0.128511 7.84164e-05 355 30. 0.06208 0.065244 18.3678 26.275 1 2458267.8154167 531120230 -1113.10302503487 208.192449172631 -5.94737317748861 0.939518120929151 -1576.13402004184 315.467236653162 -5.02983888337696 1.1668535424288 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 41 531 8 2 ZTF_r 516299013015 0 2.6451 201.395 11.2083 26.1628 9.7586e-06 0.0306627 0.117381 1.70359e-05 544 30. 0.058523 0.051996 19.8173 26.275 1 2458270.7990162 531120230 -251.026843253293 62.7673385526831 -4.44878329831101 0.990685034264443 -246.770548016668 103.659389922485 -2.39662380842927 1.09803895368379 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
 42 531 8 2 ZTF_i 518335903015 0 2.1258 270.698 7.39704 25.6289 2.6374e-06 0.0233755 0.183752 1.26468e-05 540 30. 0.057907 0.056358 19.6099 25.6289 2 2458272.8359028 531120330 -590.728282763293 31.8980426397802 -20.6005365190864 1.13650934141785 -614.094121849459 59.3198879557908 -10.4219698046751 1.04081858324186 0.11624348112185 16.7769996261597 0.0209999997168779 0.850000023841858 -0.063000001013279 2458173.984468 2458332.659340 0
 43 531 8 2 ZTF_g 519272553015 0 1.7842 100.22 4.23863 26.2217 7.5668e-06 0.0269365 -0.0628479 1.31772e-05 541 30. 0.049148 0.051547 20.9851 26.2217 1 2458273.7725579 531120130 -21.6837957346079 19.0317588400445 -1.26739264554714 1.34749335276491 -19.3998480788139 33.3351917884597 -0.585882550060939 1.07263650624965 0.126762383593493 17.781000328064 0.0149999996647239 0.337999999523163 -0.0189999993890524 2458204.921053 2458328.667037 0
 44 531 8 2 ZTF_r 519316653015 0 2.3399 201.352 7.18581 26.1877 8.5543e-06 0.02866 0.110154 1.48642e-05 542 30. 0.056668 0.053755 20.3616 26.275 1 2458273.8166551 531120230 31.0494773489955 38.1613559062225 0.90507651949679 1.58632695793519 77.176173846401 62.7390921750248 1.23839789713294 1.10087186708277 0.158987338515103 17.3350004196167 0.0179999992251396 0.526000022888184 -0.0350000001490116 2458186.939896 2458226.876562 0
